ID,Date,Home,Away,Home,Away
169,2022-12-06,C3,D3,0,1
170,2022-12-07,C1,A2,517,346
171,2022-12-07,E3,F5,597,422
172,2022-12-07,E5,E4,346,519
173,2022-12-07,B3,C4,507,69
174,2022-12-07,B5,B2,559,54
175,2022-12-07,C2,A1,537,257
176,2022-12-07,C5,C3,1,0
177,2022-12-08,A3,C5,502,290
178,2022-12-08,E5,E1,0,1
179,2022-12-08,D3,E2,162,535
180,2022-12-08,D1,D4,393,606
181,2022-12-08,D2,F5,316,526
182,2022-12-08,F1,D5,407,559
183,2022-12-08,B4,A2,549,373
184,2022-12-08,C2,B5,3,519
185,2022-12-08,F2,B2,503,459
186,2022-12-12,E5,F1,539,-118
187,2022-12-12,F4,D1,1,0
188,2022-12-12,F5,E1,114,546
189,2022-12-12,D4,F2,527,396
190,2022-12-12,D2,E4,-13,502
191,2022-12-12,A3,A4,429,541
192,2022-12-12,A5,B2,75,507
193,2022-12-12,C5,C1,519,413
194,2022-12-13,F4,F2,358,535
195,2022-12-13,F5,D5,558,362
196,2022-12-13,E4,D3,516,212
197,2022-12-13,A1,E2,408,503
198,2022-12-13,E3,A3,362,537
199,2022-12-13,A4,A2,443,569
200,2022-12-13,B2,C5,330,503
201,2022-12-14,F4,F1,0,1
202,2022-12-14,D3,F3,501,403
203,2022-12-14,D1,D2,0,1
204,2022-12-14,E1,D4,0,1
205,2022-12-14,E2,E3,507,447
206,2022-12-14,C3,B3,0,1
207,2022-12-14,C1,D5,509,-55
208,2022-12-14,C5,C2,1,0
209,2022-12-15,E5,A5,559,256
210,2022-12-15,A2,B5,147,509
211,2022-12-15,A1,C5,516,527
212,2022-12-15,C4,A3,555,332
213,2022-12-19,E2,F5,517,351
214,2022-12-19,D4,E4,547,422
215,2022-12-19,A5,C2,306,585
216,2022-12-19,B3,B5,452,526
217,2022-12-19,B4,A1,1,0
218,2022-12-19,C3,A4,0,1
219,2022-12-20,F1,F2,0,1
220,2022-12-20,D5,D3,0,1
221,2022-12-20,D1,E3,0,1
222,2022-12-20,B2,B3,0,1
223,2022-12-20,B1,A4,0,1
224,2022-12-20,C1,D2,508,26
225,2022-12-21,F5,B4,-112,504
226,2022-12-21,E4,E1,502,-245
227,2022-12-21,E5,E3,481,542
228,2022-12-21,A2,A5,557,438
229,2022-12-21,B3,F3,501,468
230,2022-12-21,C1,B1,1,0
231,2022-12-21,C4,C3,1,0
232,2022-12-22,E2,F1,537,298
233,2022-12-22,D1,D4,0,1
234,2022-12-22,F2,D2,545,174
235,2022-12-22,E1,D5,519,409
236,2022-12-22,D3,E5,264,512
237,2022-12-22,A4,C4,504,60
238,2022-12-22,A3,A1,1,0
239,2022-12-22,B5,B2,503,151
240,2022-12-22,C2,A2,508,462
